Drugs,LSM_ID,LINK2,Drug_Repurposing_Hub,CLUE,Manual
tobramycin,LSM-6534,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6534'>LSM-6534</a>,#N/A,#N/A,#N/A
tofacitinib,LSM-1227,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1227'>LSM-1227</a>,#N/A,#N/A,#N/A
tofacitinib,LSM-45505,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45505'>LSM-45505</a>,#N/A,#N/A,#N/A
tolazamide,LSM-2699,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2699'>LSM-2699</a>,#N/A,#N/A,#N/A
tolbutamide,LSM-3907,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3907'>LSM-3907</a>,#N/A,#N/A,#N/A
tolcapone,LSM-5282,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5282'>LSM-5282</a>,#N/A,#N/A,#N/A
tolfenamic-acid,LSM-5612,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5612'>LSM-5612</a>,#N/A,#N/A,#N/A
tolimidone,LSM-45700,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45700'>LSM-45700</a>,#N/A,#N/A,#N/A
tolnaftate,LSM-5554,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5554'>LSM-5554</a>,#N/A,#N/A,#N/A
tolperisone,LSM-4381,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4381'>LSM-4381</a>,#N/A,#N/A,#N/A
tolvaptan,LSM-45837,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45837'>LSM-45837</a>,#N/A,#N/A,#N/A
tomelukast,LSM-3675,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3675'>LSM-3675</a>,#N/A,#N/A,#N/A
tonabersat,LSM-45914,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45914'>LSM-45914</a>,#N/A,#N/A,#N/A
topiramate,LSM-5435,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5435'>LSM-5435</a>,#N/A,#N/A,#N/A
topiroxostat,LSM-45827,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45827'>LSM-45827</a>,#N/A,#N/A,#N/A
torasemide,LSM-2662,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2662'>LSM-2662</a>,#N/A,#N/A,#N/A
torcetrapib,LSM-45543,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45543'>LSM-45543</a>,#N/A,#N/A,#N/A
torcitabine,LSM-45794,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45794'>LSM-45794</a>,#N/A,#N/A,#N/A
toremifene,LSM-42973,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42973'>LSM-42973</a>,#N/A,#N/A,#N/A
torin-1,LSM-1079,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1079'>LSM-1079</a>,mTOR inhibitor,MTOR inhibitor,N/A
torin-2,LSM-1080,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1080'>LSM-1080</a>,mTOR inhibitor,MTOR inhibitor,N/A
tosedostat,LSM-6286,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6286'>LSM-6286</a>,#N/A,#N/A,#N/A
tozasertib,LSM-1021,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1021'>LSM-1021</a>,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor",N/A,N/A
TPCA-1,LSM-1136,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1136'>LSM-1136</a>,IKK inhibitor,IKK inhibitor,N/A
tracazolate,LSM-2745,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2745'>LSM-2745</a>,#N/A,#N/A,#N/A
tramadol,LSM-3125,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3125'>LSM-3125</a>,#N/A,#N/A,#N/A
trametinib,LSM-1143,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1143'>LSM-1143</a>,MEK inhibitor,N/A,N/A
tramiprosate,LSM-45751,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45751'>LSM-45751</a>,#N/A,#N/A,#N/A
tranilast,LSM-42898,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42898'>LSM-42898</a>,#N/A,#N/A,#N/A
tranylcypromine,LSM-5578,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5578'>LSM-5578</a>,monoamine oxidase inhibitor,N/A,N/A
trapidil,LSM-4152,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4152'>LSM-4152</a>,#N/A,#N/A,#N/A
travoprost,LSM-45593,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45593'>LSM-45593</a>,#N/A,#N/A,#N/A
trazodone,LSM-3580,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3580'>LSM-3580</a>,#N/A,#N/A,#N/A
tretinoin,LSM-5317,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5317'>LSM-5317</a>,#N/A,#N/A,#N/A
triamcinolone,LSM-1503,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1503'>LSM-1503</a>,#N/A,#N/A,#N/A
triamcinolone-acetonide,LSM-1905,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1905'>LSM-1905</a>,#N/A,#N/A,#N/A
triamterene,LSM-4060,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4060'>LSM-4060</a>,#N/A,#N/A,#N/A
trichostatin-a,LSM-42814,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42814'>LSM-42814</a>,#N/A,#N/A,#N/A
triclabendazole,LSM-5875,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5875'>LSM-5875</a>,#N/A,#N/A,#N/A
triclosan,LSM-2929,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2929'>LSM-2929</a>,#N/A,#N/A,#N/A
trientine,LSM-45752,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45752'>LSM-45752</a>,#N/A,#N/A,#N/A
trifluoperazine,LSM-4010,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4010'>LSM-4010</a>,#N/A,#N/A,#N/A
triflupromazine,LSM-3421,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3421'>LSM-3421</a>,#N/A,#N/A,#N/A
trifluridine,LSM-6478,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6478'>LSM-6478</a>,#N/A,#N/A,#N/A
trilostane,LSM-45466,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45466'>LSM-45466</a>,#N/A,#N/A,#N/A
trimebutine,LSM-5182,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5182'>LSM-5182</a>,#N/A,#N/A,#N/A
trimetazidine,LSM-5938,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5938'>LSM-5938</a>,#N/A,#N/A,#N/A
trimethobenzamide,LSM-2750,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2750'>LSM-2750</a>,#N/A,#N/A,#N/A
trimethoprim,LSM-5246,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5246'>LSM-5246</a>,#N/A,#N/A,#N/A
trimipramine,LSM-1371,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1371'>LSM-1371</a>,#N/A,#N/A,#N/A
triptolide,LSM-45996,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45996'>LSM-45996</a>,#N/A,#N/A,#N/A
triptorelin,LSM-46025,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-46025'>LSM-46025</a>,#N/A,#N/A,#N/A
troglitazone,LSM-4890,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4890'>LSM-4890</a>,#N/A,#N/A,#N/A
trovafloxacin,LSM-45386,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45386'>LSM-45386</a>,#N/A,#N/A,#N/A
TTNPB,LSM-43006,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43006'>LSM-43006</a>,#N/A,#N/A,#N/A
TWS-119,LSM-1111,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1111'>LSM-1111</a>,glycogen synthase kinase inhibitor,Glycogen synthase kinase inhibitor,N/A
tyrphostin-1,LSM-2933,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2933'>LSM-2933</a>,#N/A,#N/A,#N/A
tyrphostin-AG-112,LSM-43079,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43079'>LSM-43079</a>,#N/A,#N/A,#N/A
tyrphostin-AG-1478,LSM-1224,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1224'>LSM-1224</a>,EGFR inhibitor,N/A,N/A
ubenimex,LSM-3323,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3323'>LSM-3323</a>,#N/A,#N/A,#N/A
UK-383367,LSM-45910,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45910'>LSM-45910</a>,#N/A,#N/A,#N/A
ulipristal,LSM-45584,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45584'>LSM-45584</a>,#N/A,#N/A,#N/A
umeclidinium,LSM-45495,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45495'>LSM-45495</a>,#N/A,#N/A,#N/A
UNC-0321,LSM-4942,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4942'>LSM-4942</a>,#N/A,#N/A,#N/A
UNC-0638,LSM-6325,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6325'>LSM-6325</a>,#N/A,#N/A,#N/A
UNC-1215,LSM-6338,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6338'>LSM-6338</a>,#N/A,#N/A,#N/A
UNC-669,LSM-6337,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6337'>LSM-6337</a>,#N/A,#N/A,#N/A
urapidil,LSM-5807,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5807'>LSM-5807</a>,#N/A,#N/A,#N/A
urea,LSM-45688,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45688'>LSM-45688</a>,#N/A,#N/A,#N/A
ursodeoxycholyltaurine,LSM-45947,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45947'>LSM-45947</a>,#N/A,#N/A,#N/A
ursodiol,LSM-6555,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6555'>LSM-6555</a>,#N/A,#N/A,#N/A
ursolic-acid,LSM-4889,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4889'>LSM-4889</a>,#N/A,#N/A,#N/A
valdecoxib,LSM-5305,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5305'>LSM-5305</a>,#N/A,#N/A,#N/A
valproic-acid,LSM-4620,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4620'>LSM-4620</a>,#N/A,#N/A,#N/A
valrubicin,LSM-45887,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45887'>LSM-45887</a>,#N/A,#N/A,#N/A
valsartan,LSM-2993,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2993'>LSM-2993</a>,#N/A,#N/A,#N/A
vandetanib,LSM-1199,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1199'>LSM-1199</a>,"EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor",N/A,N/A
vanoxerine,LSM-2703,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2703'>LSM-2703</a>,#N/A,#N/A,#N/A
vardenafil,LSM-2292,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2292'>LSM-2292</a>,#N/A,#N/A,#N/A
varenicline,LSM-45774,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45774'>LSM-45774</a>,#N/A,#N/A,#N/A
varespladib,LSM-45526,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45526'>LSM-45526</a>,#N/A,#N/A,#N/A
VE-821,LSM-36358,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-36358'>LSM-36358</a>,#N/A,#N/A,#N/A
VE-822,LSM-42766,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42766'>LSM-42766</a>,#N/A,#N/A,#N/A
veliparib,LSM-45805,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45805'>LSM-45805</a>,PARP inhibitor,N/A,N/A
veliparib,LSM-1146,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1146'>LSM-1146</a>,PARP inhibitor,N/A,N/A
vemurafenib,LSM-1068,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1068'>LSM-1068</a>,RAF inhibitor,RAF inhibitor,N/A
venetoclax,LSM-45468,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45468'>LSM-45468</a>,#N/A,#N/A,#N/A
venlafaxine,LSM-1616,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1616'>LSM-1616</a>,#N/A,#N/A,#N/A
verapamil,LSM-1298,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1298'>LSM-1298</a>,#N/A,#N/A,#N/A
vernakalant,LSM-45707,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45707'>LSM-45707</a>,#N/A,#N/A,#N/A
verteporfin,LSM-44934,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44934'>LSM-44934</a>,#N/A,#N/A,#N/A
VGX-1027,LSM-45622,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45622'>LSM-45622</a>,#N/A,#N/A,#N/A
vicriviroc,LSM-6059,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6059'>LSM-6059</a>,#N/A,#N/A,#N/A
vidarabine,LSM-5800,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5800'>LSM-5800</a>,#N/A,#N/A,#N/A
vilazodone,LSM-45389,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45389'>LSM-45389</a>,#N/A,#N/A,#N/A
vinburnine,LSM-2891,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2891'>LSM-2891</a>,#N/A,#N/A,#N/A
vincamine,LSM-6687,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6687'>LSM-6687</a>,#N/A,#N/A,#N/A
vinpocetine,LSM-3178,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3178'>LSM-3178</a>,#N/A,#N/A,#N/A
vismodegib,LSM-45691,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45691'>LSM-45691</a>,#N/A,#N/A,#N/A
voglibose,LSM-45566,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45566'>LSM-45566</a>,#N/A,#N/A,#N/A
volasertib,LSM-45277,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45277'>LSM-45277</a>,#N/A,#N/A,#N/A
voreloxin,LSM-45617,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45617'>LSM-45617</a>,#N/A,#N/A,#N/A
voriconazole,LSM-5244,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5244'>LSM-5244</a>,#N/A,#N/A,#N/A
vorinostat,LSM-3828,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3828'>LSM-3828</a>,HDAC inhibitor,N/A,N/A
vortioxetine,LSM-45585,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45585'>LSM-45585</a>,#N/A,#N/A,#N/A
voxtalisib,LSM-36356,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-36356'>LSM-36356</a>,#N/A,#N/A,#N/A
VP-20629,LSM-45797,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45797'>LSM-45797</a>,#N/A,#N/A,#N/A
VT-464,LSM-45264,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45264'>LSM-45264</a>,#N/A,#N/A,#N/A
VTP-27999,LSM-45436,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45436'>LSM-45436</a>,#N/A,#N/A,#N/A
VX-222,LSM-45284,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45284'>LSM-45284</a>,#N/A,#N/A,#N/A
VX-661,LSM-45570,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45570'>LSM-45570</a>,#N/A,#N/A,#N/A
VX-745,LSM-1169,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1169'>LSM-1169</a>,p38 MAPK inhibitor,p38 MAPK inhibitor,N/A
VX-765,LSM-45578,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45578'>LSM-45578</a>,#N/A,#N/A,#N/A
warfarin,LSM-1405,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1405'>LSM-1405</a>,#N/A,#N/A,#N/A
WAY-362450,LSM-45859,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45859'>LSM-45859</a>,#N/A,#N/A,#N/A
WH-4-025,LSM-44937,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-44937'>LSM-44937</a>,N/A,N/A,potent and selective dual Lck/Src inhibitor
withaferin-a,LSM-6685,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6685'>LSM-6685</a>,N/A,N/A,Inhibits NF-_B activation
WYE-125132,LSM-1064,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1064'>LSM-1064</a>,mTOR inhibitor,MTOR inhibitor,N/A
WZ-3105,LSM-5970,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5970'>LSM-5970</a>,N/A,N/A,N/A
WZ-4-145,#N/A,#N/A,N/A,N/A,CSF1R/DDR1/EGFR/TIE1/ PDGFR2 kinase inhibitor
WZ-4002,LSM-1085,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1085'>LSM-1085</a>,EGFR inhibitor,EGFR inhibitor,N/A
WZ-7043,LSM-5749,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5749'>LSM-5749</a>,N/A,N/A,N/A
xaliproden,LSM-3966,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3966'>LSM-3966</a>,#N/A,#N/A,#N/A
XBD-173,LSM-45673,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45673'>LSM-45673</a>,#N/A,#N/A,#N/A
XL-147,LSM-5998,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5998'>LSM-5998</a>,#N/A,#N/A,#N/A
XL-888,LSM-45553,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45553'>LSM-45553</a>,#N/A,#N/A,#N/A
XMD-1150,LSM-1086,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1086'>LSM-1086</a>,leucine rich repeat kinase inhibitor,Leucine rich repeat kinase inhibitor,N/A
XMD-1499,LSM-6297,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6297'>LSM-6297</a>,N/A,N/A,N/A
XMD-16144,#N/A,#N/A,#N/A,#N/A,#N/A
XMD-885,LSM-1093,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1093'>LSM-1093</a>,MAP kinase inhibitor,Leucine rich repeat kinase inhibitor,N/A
XMD-892,LSM-1094,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1094'>LSM-1094</a>,MAP kinase inhibitor,MAP kinase inhibitor,N/A
XMD11-85H,#N/A,#N/A,N/A,N/A,PIP5K1A inhibitor
Y-26763,LSM-2992,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2992'>LSM-2992</a>,#N/A,#N/A,#N/A
Y-27152,LSM-2947,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2947'>LSM-2947</a>,#N/A,#N/A,#N/A
Y-27632,LSM-1177,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1177'>LSM-1177</a>,N/A,N/A,Selective p160ROCK inhibitor
Y-39983,LSM-1150,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1150'>LSM-1150</a>,rho associated kinase inhibitor,N/A,N/A
YM-155,LSM-5399,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5399'>LSM-5399</a>,#N/A,#N/A,#N/A
YM-201636,LSM-1109,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1109'>LSM-1109</a>,PI3K inhibitor,N/A,N/A
YM-976,LSM-2271,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2271'>LSM-2271</a>,#N/A,#N/A,#N/A
yohimbine,LSM-2779,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2779'>LSM-2779</a>,#N/A,#N/A,#N/A
Z160,LSM-45765,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45765'>LSM-45765</a>,#N/A,#N/A,#N/A
zafirlukast,LSM-5792,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5792'>LSM-5792</a>,#N/A,#N/A,#N/A
zalcitabine,LSM-5915,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5915'>LSM-5915</a>,#N/A,#N/A,#N/A
zaldaride,LSM-1413,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1413'>LSM-1413</a>,#N/A,#N/A,#N/A
zaleplon,LSM-5971,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5971'>LSM-5971</a>,#N/A,#N/A,#N/A
zaprinast,LSM-2259,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2259'>LSM-2259</a>,#N/A,#N/A,#N/A
zardaverine,LSM-2833,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2833'>LSM-2833</a>,#N/A,#N/A,#N/A
ZD-7114,LSM-45452,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45452'>LSM-45452</a>,#N/A,#N/A,#N/A
ZD-7288,LSM-2406,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2406'>LSM-2406</a>,#N/A,#N/A,#N/A
zidovudine,LSM-45628,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45628'>LSM-45628</a>,#N/A,#N/A,#N/A
zileuton,LSM-5084,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5084'>LSM-5084</a>,#N/A,#N/A,#N/A
ziprasidone,LSM-5433,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5433'>LSM-5433</a>,#N/A,#N/A,#N/A
ZK-200775,LSM-45516,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45516'>LSM-45516</a>,#N/A,#N/A,#N/A
ZK-811752,LSM-45629,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45629'>LSM-45629</a>,#N/A,#N/A,#N/A
ZK-93423,LSM-2741,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2741'>LSM-2741</a>,#N/A,#N/A,#N/A
ZK-93426,LSM-3530,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3530'>LSM-3530</a>,#N/A,#N/A,#N/A
ZM-447439,LSM-1096,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1096'>LSM-1096</a>,Aurora kinase inhibitor,Aurora kinase inhibitor,N/A
zofenopril-calcium,LSM-45492,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45492'>LSM-45492</a>,#N/A,#N/A,#N/A
zolpidem,LSM-5560,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5560'>LSM-5560</a>,#N/A,#N/A,#N/A
zonisamide,LSM-3062,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3062'>LSM-3062</a>,#N/A,#N/A,#N/A
zosuquidar,LSM-5782,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5782'>LSM-5782</a>,#N/A,#N/A,#N/A
ZSTK-474,LSM-1053,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1053'>LSM-1053</a>,PI3K inhibitor,PI3K inhibitor,N/A
okadaic acid,LSM-45373,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45373'>LSM-45373</a>,#N/A,#N/A,#N/A
gsk126,LSM-45141,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45141'>LSM-45141</a>,#N/A,#N/A,#N/A
zebularine,LSM-45142,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45142'>LSM-45142</a>,#N/A,#N/A,#N/A
sch 900776,LSM-42765,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42765'>LSM-42765</a>,#N/A,#N/A,#N/A
cpi-169,LSM-45370,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45370'>LSM-45370</a>,#N/A,#N/A,#N/A
compound e,LSM-45143,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45143'>LSM-45143</a>,#N/A,#N/A,#N/A
epz004777,LSM-45372,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45372'>LSM-45372</a>,#N/A,#N/A,#N/A
epz-5676,LSM-45371,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45371'>LSM-45371</a>,#N/A,#N/A,#N/A
calpain inhibitor ii,LSM-45144,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45144'>LSM-45144</a>,#N/A,#N/A,#N/A
bms-906024,LSM-42763,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42763'>LSM-42763</a>,#N/A,#N/A,#N/A
vu0155056,LSM-42752,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42752'>LSM-42752</a>,#N/A,#N/A,#N/A
semagacestat,LSM-42753,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42753'>LSM-42753</a>,#N/A,#N/A,#N/A
bafilomycin a1,LSM-45145,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45145'>LSM-45145</a>,#N/A,#N/A,#N/A
